#
#
#   Lonertzian-smoothed self-energy (both particle and hole)
#
#   k = 2.27768 fm^-1 (group = 7)     and E_F = -52.0162 MeV
#
#   Sigma^{infty} = 39.6058 MeV
#
#
#    E               Re \Sig(k,E)       Im \Sig(k,E)             k 

-43.4367      35.1339       -0.0867461            2.27768
-43.3167      35.1233       -0.0872612            2.27768
-43.1967      35.1126       -0.0877798            2.27768
-43.0767      35.102       -0.0883022            2.27768
-42.9567      35.0912       -0.0888282            2.27768
-42.8367      35.0805       -0.089358            2.27768
-42.7167      35.0696       -0.0898916            2.27768
-42.5967      35.0588       -0.0904292            2.27768
-42.4767      35.0479       -0.0909706            2.27768
-42.3567      35.0369       -0.091516            2.27768
-42.2367      35.0259       -0.0920655            2.27768
-42.1167      35.0149       -0.0926191            2.27768
-41.9967      35.0038       -0.0931768            2.27768
-41.8767      34.9927       -0.0937388            2.27768
-41.7567      34.9815       -0.094305            2.27768
-41.6367      34.9702       -0.0948756            2.27768
-41.5167      34.959       -0.0954506            2.27768
-41.3967      34.9476       -0.0960301            2.27768
-41.2767      34.9362       -0.0966142            2.27768
-41.1567      34.9248       -0.0972028            2.27768
-41.0367      34.9133       -0.0977961            2.27768
-40.9167      34.9018       -0.0983941            2.27768
-40.7967      34.8902       -0.098997            2.27768
-40.6767      34.8785       -0.0996048            2.27768
-40.5567      34.8669       -0.100217            2.27768
-40.4367      34.8551       -0.100835            2.27768
-40.3167      34.8433       -0.101458            2.27768
-40.1967      34.8314       -0.102086            2.27768
-40.0767      34.8195       -0.102719            2.27768
-39.9567      34.8076       -0.103358            2.27768
-39.8367      34.7955       -0.104002            2.27768
-39.7167      34.7835       -0.104651            2.27768
-39.5967      34.7713       -0.105306            2.27768
-39.4767      34.7591       -0.105967            2.27768
-39.3567      34.7469       -0.106633            2.27768
-39.2367      34.7345       -0.107305            2.27768
-39.1167      34.7222       -0.107984            2.27768
-38.9967      34.7097       -0.108668            2.27768
-38.8767      34.6972       -0.109358            2.27768
-38.7567      34.6847       -0.110054            2.27768
-38.6367      34.672       -0.110757            2.27768
-38.5167      34.6593       -0.111466            2.27768
-38.3967      34.6466       -0.112181            2.27768
-38.2767      34.6338       -0.112903            2.27768
-38.1567      34.6209       -0.113632            2.27768
-38.0367      34.6079       -0.114367            2.27768
